geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,South Carolina,All,2016-17,201705,,,87,991,8.7790111,124.3106822
Region,7,,All,2016-17,201736,0,116,116,2423,4.78745357,102.9872813
State,,Kansas,All,2016-17,201732,,,29,460,6.304347826,97.55949059
State,,Nebraska,All,2016-17,201711,,,39,362,10.77348066,123.9705714
State,,Maine,All,2016-17,201652,,,23,270,8.518518519,110.4240456
State,,Pennsylvania,All,2016-17,201647,,,146,2670,5.468164794,110.8185236
State,,Rhode Island,All,2016-17,201649,,,13,198,6.565656566,109.4067259
State,,North Carolina,All,2016-17,201646,,,130,1818,7.150715072,119.8648546
State,,Maryland,All,2016-17,201651,,,69,1041,6.628242075,124.9628102
State,,Florida,All,2016-17,201723,,,226,3758,6.013837147,113.2515284
State,,New Jersey,All,2016-17,201724,,,82,1322,6.202723147,99.26921806
State,,Minnesota,All,2016-17,201646,,,59,865,6.820809249,115.7824288
State,,West Virginia,All,2016-17,201727,,,30,424,7.075471698,102.8552858
State,,Montana,All,2016-17,201739,,,7,164,4.268292683,97.60236916
National,,,0-17 years,2016-17,201717,1,23,24,712,3.370786517,112.0125264
Region,8,,All,2016-17,201708,26,124,150,1832,8.187772926,130.7494511
State,,New York City,All,2016-17,201722,,,77,971,7.929969104,97.51806789
State,,Kansas,All,2016-17,201722,,,31,449,6.904231626,95.22654625
State,,Delaware,All,2016-17,201651,,,6,178,3.370786517,120.5430627
Region,6,,All,2016-17,201735,2,343,345,6031,5.720444371,108.493257
Region,8,,All,2016-17,201648,0,108,108,1621,6.662553979,115.6904259
State,,North Dakota,All,2016-17,201734,,,5,105,4.761904762,92.24851822
State,,Michigan,All,2016-17,201728,,,98,1706,5.744431419,101.0417198
State,,Louisiana,All,2016-17,201724,,,30,797,3.764115433,101.8851191
State,,Vermont,All,2016-17,201711,,,9,116,7.75862069,115.6182937
State,,New Mexico,All,2016-17,201713,,,31,342,9.064327485,110.616237
State,,Colorado,All,2016-17,201723,,,44,690,6.376811594,112.5936914
Region,5,,All,2016-17,201702,28,746,774,10612,7.293629853,125.9273475
State,,Illinois,All,2016-17,201710,,,213,2267,9.395677106,117.4430883
State,,New Jersey,All,2016-17,201712,,,92,1472,6.25,110.5327451
State,,Mississippi,All,2016-17,201732,,,29,536,5.410447761,96.72667617
State,,Oklahoma,All,2016-17,201739,,,63,754,8.355437666,108.2894113
State,,Idaho,All,2016-17,201719,,,17,241,7.053941909,108.4160227
State,,New Jersey,All,2016-17,201728,,,75,1315,5.703422053,98.7435868
State,,Florida,All,2016-17,201641,,,214,3691,5.797886752,111.2324086
State,,New Hampshire,All,2016-17,201706,,,24,266,9.022556391,133.2582277
State,,California,All,2016-17,201725,,,342,5116,6.684910086,112.8294417
State,,New Hampshire,All,2016-17,201727,,,19,241,7.883817427,120.7339582
State,,Arizona,All,2016-17,201650,,,44,1090,4.036697248,120.1738699
State,,Oregon,All,2016-17,201714,,,34,656,5.182926829,106.4794464
State,,New Hampshire,All,2016-17,201702,,,24,275,8.727272727,137.7669647
State,,Connecticut,All,2016-17,201714,,,59,652,9.049079755,117.6519344
State,,Kansas,All,2016-17,201715,,,35,504,6.944444444,106.891268
National,,,18-64 years,2016-17,201717,14,591,605,13394,4.516947887,112.0125264
Region,5,,All,2016-17,201704,37,757,794,10295,7.712481787,122.1656655
State,,Missouri,All,2016-17,201733,,,47,1109,4.238052299,105.0746418
State,,Alabama,All,2016-17,201706,,,87,1082,8.040665434,117.1474899
State,,California,All,2016-17,201715,,,408,5100,8,112.476574
State,,Delaware,All,2016-17,201724,,,8,150,5.333333333,101.5812326
Region,3,,All,2016-17,201728,0,292,292,5201,5.614304941,103.267089
State,,Michigan,All,2016-17,201650,,,113,1973,5.727318804,116.8554005
State,,Hawaii,All,2016-17,201651,,,27,219,12.32876712,115.3677471
State,,Massachusetts,All,2016-17,201710,,,133,1239,10.73446328,122.7040756
State,,Alaska,All,2016-17,201719,,,12,77,15.58441558,106.8237637
State,,New Hampshire,All,2016-17,201720,,,14,232,6.034482759,116.2252211
State,,Minnesota,All,2016-17,201718,,,55,810,6.790123457,108.4205403
Region,6,,All,2016-17,201644,2,349,351,6067,5.785396407,109.1408706
State,,Wyoming,All,2016-17,201651,,,6,96,6.25,114.3247863
Region,2,,All,2016-17,201703,25,400,425,4841,8.779177856,116.6362137
State,,California,All,2016-17,201716,,,396,5028,7.875894988,110.8886694
Region,3,,All,2016-17,201708,62,427,489,6185,7.906224737,122.8046425
State,,Texas,All,2016-17,201727,,,214,3657,5.851791086,113.8671875
State,,Illinois,All,2016-17,201718,,,125,1978,6.319514661,102.4712963
State,,Massachusetts,All,2016-17,201738,,,57,971,5.870236869,96.16275819
Region,1,,All,2016-17,201732,0,132,132,2348,5.621805792,102.5616803
National,,,65 years and older,2016-17,201711,321,3368,3689,42085,8.765593442,119.076493
Region,6,,All,2016-17,201728,0,369,369,5857,6.300153662,105.3631249
State,,Wyoming,All,2016-17,201728,,,7,78,8.974358974,92.88888889
State,,California,All,2016-17,201717,,,397,5221,7.603907298,115.1451358
State,,Michigan,All,2016-17,201712,,,144,1983,7.26172466,117.4476731
Region,2,,All,2016-17,201719,1,258,259,4242,6.105610561,102.2042591
State,,Hawaii,All,2016-17,201704,,,25,215,11.62790698,113.2605737
State,,Colorado,All,2016-17,201708,,,58,810,7.160493827,132.175203
State,,Alaska,All,2016-17,201651,,,3,103,2.912621359,142.8941255
State,,Delaware,All,2016-17,201641,,,6,155,3.870967742,104.9672737
State,,Massachusetts,All,2016-17,201644,,,80,1115,7.174887892,110.4237646
Region,2,,All,2016-17,201711,16,348,364,4706,7.73480663,113.3836029
State,,Delaware,All,2016-17,201731,,,8,144,5.555555556,97.51798328
State,,Tennessee,All,2016-17,201726,,,92,1219,7.547169811,106.561738
State,,Massachusetts,All,2016-17,201714,,,84,1199,7.005838199,118.7426849
State,,Vermont,All,2016-17,201721,,,10,111,9.009009009,110.6347465
Region,9,,All,2016-17,201726,3,445,448,6639,6.748004218,110.4097224
State,,Idaho,All,2016-17,201737,,,11,245,4.489795918,110.2154588
State,,Nebraska,All,2016-17,201712,,,20,291,6.872852234,99.65590129
State,,New Hampshire,All,2016-17,201734,,,13,227,5.726872247,113.7203672
State,,Georgia,All,2016-17,201707,,,93,1664,5.588942308,122.7853509
Region,10,,All,2016-17,201650,5,154,159,2260,7.03539823,122.4354372
Region,10,,All,2016-17,201703,96,203,299,2692,11.10698366,145.8390252
State,,Oregon,All,2016-17,201702,,,73,867,8.419838524,140.7281708
Region,8,,All,2016-17,201643,0,98,98,1639,5.979255644,116.975082
State,,District of Columbia,All,2016-17,201730,,,2,77,2.597402597,86.22019823
National,,,65 years and older,2016-17,201709,451,3487,3938,42523,9.260870588,120.3375403
State,,Nebraska,All,2016-17,201714,,,28,311,9.003215434,106.5051041
Region,3,,All,2016-17,201645,0,291,291,5559,5.234754452,110.375264
Region,4,,All,2016-17,201642,0,662,662,11455,5.779135749,109.9403939
State,,Louisiana,All,2016-17,201711,,,66,915,7.213114754,116.9697415
State,,South Carolina,All,2016-17,201727,,,42,884,4.751131222,110.8886408
Region,3,,All,2016-17,201712,35,447,482,5991,8.045401436,118.9527265
State,,Alaska,All,2016-17,201646,,,1,77,1.298701299,106.8237637
National,,,18-64 years,2016-17,201643,4,587,591,13178,4.484747306,109.0070303
State,,Kentucky,All,2016-17,201737,,,51,930,5.483870968,114.7876927
State,,West Virginia,All,2016-17,201718,,,32,426,7.511737089,103.3404522
State,,South Dakota,All,2016-17,201722,,,3,151,1.986754967,110.2806024
Region,7,,All,2016-17,201712,18,200,218,2834,7.692307692,120.4564405
State,,New Hampshire,All,2016-17,201712,,,22,234,9.401709402,117.2271627
State,,Alaska,All,2016-17,201724,,,7,84,8.333333333,116.5350149
State,,New Jersey,All,2016-17,201737,,,63,1329,4.740406321,99.79484932
State,,Rhode Island,All,2016-17,201708,,,24,210,11.42857143,116.0374366
State,,Tennessee,All,2016-17,201712,,,119,1434,8.29846583,125.3564662
State,,Ohio,All,2016-17,201729,,,113,2146,5.265610438,104.2665421
State,,Alabama,All,2016-17,201712,,,70,1077,6.499535747,116.6061429
State,,Oklahoma,All,2016-17,201737,,,63,795,7.924528302,114.1778276
State,,Connecticut,All,2016-17,201726,,,29,572,5.06993007,103.2161142
State,,North Carolina,All,2016-17,201647,,,124,1762,7.037457435,116.1726479
State,,South Carolina,All,2016-17,201729,,,49,911,5.37870472,114.2755111
National,,,All,2016-17,201723,17,3127,3144,51418,6.114590221,108.0675501
State,,Nevada,All,2016-17,201702,,,49,547,8.957952468,143.2188314
Region,8,,All,2016-17,201717,3,98,101,1577,6.404565631,112.5501552
State,,Hawaii,All,2016-17,201724,,,17,217,7.834101383,114.3141604
State,,Vermont,All,2016-17,201709,,,11,96,11.45833333,95.68410511
Region,1,,All,2016-17,201739,0,123,123,2331,5.276705277,101.8191128
State,,Delaware,All,2016-17,201712,,,18,197,9.137055838,133.4100188
State,,Ohio,All,2016-17,201730,,,105,2159,4.863362668,104.898166
State,,South Dakota,All,2016-17,201710,,,16,157,10.1910828,114.6626131
State,,Pennsylvania,All,2016-17,201709,,,208,2861,7.27018525,118.745991
National,,,All,2016-17,201715,208,3775,3983,54861,7.260166603,115.3038599
State,,Nevada,All,2016-17,201705,,,49,517,9.477756286,135.3640509
State,,Michigan,All,2016-17,201710,,,169,2088,8.093869732,123.6665363
State,,Kentucky,All,2016-17,201702,,,94,1078,8.719851577,133.0549814
Region,1,,All,2016-17,201712,18,228,246,2632,9.346504559,114.9669262
State,,Vermont,All,2016-17,201645,,,6,116,5.172413793,115.6182937
State,,Pennsylvania,All,2016-17,201736,,,127,2359,5.383637134,97.91044835
State,,Hawaii,All,2016-17,201721,,,22,213,10.3286385,112.2069869
Region,1,,All,2016-17,201647,1,171,172,2548,6.750392465,111.297769
State,,Oregon,All,2016-17,201734,,,21,655,3.20610687,106.3171302
National,,,All,2016-17,201718,63,3308,3371,52657,6.401807927,110.6716128
State,,New York City,All,2016-17,201715,,,87,1043,8.341323106,104.7490678
State,,Hawaii,All,2016-17,201706,,,26,213,12.20657277,112.2069869
State,,Illinois,All,2016-17,201640,,,129,1996,6.462925852,103.4037954
State,,Arkansas,All,2016-17,201718,,,40,597,6.700167504,106.6983068
State,,Vermont,All,2016-17,201737,,,6,107,5.607476636,106.6479088
State,,South Dakota,All,2016-17,201704,,,15,181,8.287292818,132.1906559
State,,Iowa,All,2016-17,201641,,,34,615,5.528455285,115.2191257
State,,District of Columbia,All,2016-17,201739,,,9,98,9.183673469,109.7347978
National,,,65 years and older,2016-17,201702,310,3710,4020,45644,8.80729121,128.1644406
State,,Idaho,All,2016-17,201711,,,13,249,5.220883534,112.0148949
State,,Wyoming,All,2016-17,201733,,,4,85,4.705882353,101.2250712
Region,7,,All,2016-17,201706,51,240,291,2931,9.928352098,124.5793321
State,,Oklahoma,All,2016-17,201705,,,94,878,10.70615034,126.09828
State,,Minnesota,All,2016-17,201642,,,52,795,6.540880503,106.4127525
State,,Hawaii,All,2016-17,201712,,,31,201,15.42288557,105.8854666
State,,New Jersey,All,2016-17,201718,,,57,1368,4.166666667,102.7233663
State,,Minnesota,All,2016-17,201712,,,91,952,9.558823529,127.427598
State,,Idaho,All,2016-17,201705,,,31,288,10.76388889,129.5593965
State,,Colorado,All,2016-17,201719,,,34,715,4.755244755,116.673173
State,,Colorado,All,2016-17,201707,,,70,780,8.974358974,127.2798251
State,,Arizona,All,2016-17,201716,,,71,1106,6.419529837,121.93789
State,,Indiana,All,2016-17,201719,,,76,1257,6.046141607,114.6072268
State,,New Hampshire,All,2016-17,201726,,,13,232,5.603448276,116.2252211
State,,Rhode Island,All,2016-17,201728,,,8,172,4.651162791,95.04018613
Region,1,,All,2016-17,201706,23,260,283,2924,9.678522572,127.7216156
State,,Oregon,All,2016-17,201703,,,101,874,11.55606407,141.8643844
State,,Washington,All,2016-17,201646,,,64,1064,6.015037594,113.7461509
State,,Nebraska,All,2016-17,201645,,,14,309,4.530744337,105.8201839
State,,West Virginia,All,2016-17,201724,,,29,408,7.107843137,98.97395422
State,,Utah,All,2016-17,201714,,,28,346,8.092485549,121.1553605
State,,Indiana,All,2016-17,201713,,,143,1344,10.63988095,122.5394693
State,,Colorado,All,2016-17,201722,,,34,646,5.263157895,105.4138039
State,,Alaska,All,2016-17,201706,,,4,61,6.557377049,84.62661799
State,,South Dakota,All,2016-17,201649,,,13,163,7.975460123,119.0446238
Region,4,,All,2016-17,201728,2,697,699,11379,6.142894806,109.2109771
State,,Hawaii,All,2016-17,201718,,,27,216,12.5,113.787367
Region,3,,All,2016-17,201729,1,270,271,5114,5.299178725,101.5396834
State,,Michigan,All,2016-17,201726,,,91,1727,5.26925304,102.2854924
State,,Oregon,All,2016-17,201725,,,37,644,5.745341615,104.5316517
State,,Nebraska,All,2016-17,201643,,,23,303,7.590759076,103.765423
State,,Kentucky,All,2016-17,201735,,,77,879,8.759954494,108.4928837
State,,Wyoming,All,2016-17,201717,,,5,87,5.747126437,103.6068376
Region,1,,All,2016-17,201724,0,192,192,2429,7.904487443,106.0997962
State,,Florida,All,2016-17,201642,,,195,3818,5.107386066,115.0596955
Region,7,,All,2016-17,201703,27,252,279,3036,9.18972332,129.0422559
State,,New Mexico,All,2016-17,201726,,,17,346,4.913294798,111.9099941
National,,,0-17 years,2016-17,201736,0,15,15,670,2.23880597,107.1490873
Region,1,,All,2016-17,201710,35,229,264,2812,9.388335704,122.8294059
State,,Delaware,All,2016-17,201738,,,6,155,3.870967742,104.9672737
Region,6,,All,2016-17,201641,2,369,371,6086,6.095957936,109.4826666
State,,New Mexico,All,2016-17,201645,,,27,362,7.458563536,117.0850228
State,,New Jersey,All,2016-17,201721,,,66,1354,4.874446086,101.6721038
National,,,65 years and older,2016-17,201714,205,3103,3308,40549,8.158031024,115.9322818
State,,Nevada,All,2016-17,201738,,,29,421,6.888361045,110.2287533
National,,,0-17 years,2016-17,201711,4,20,24,704,3.409090909,119.076493
State,,North Dakota,All,2016-17,201707,,,16,132,12.12121212,115.9695658
State,,Illinois,All,2016-17,201722,,,118,2002,5.894105894,103.7146285
State,,Idaho,All,2016-17,201717,,,14,260,5.384615385,116.963344
State,,Washington,All,2016-17,201732,,,47,1046,4.493307839,111.821874
Region,7,,All,2016-17,201711,25,226,251,2796,8.977110157,118.8412871
State,,Oklahoma,All,2016-17,201702,,,69,863,7.995365006,123.9439814
State,,Alaska,All,2016-17,201718,,,2,78,2.564102564,108.2110853
State,,Idaho,All,2016-17,201703,,,26,316,8.227848101,142.1554489
State,,Arkansas,All,2016-17,201731,,,25,549,4.553734062,98.11954849
State,,Kentucky,All,2016-17,201728,,,70,861,8.130081301,106.2711864
Region,8,,All,2016-17,201645,1,92,93,1577,5.897273304,112.5501552
State,,Oregon,All,2016-17,201718,,,40,683,5.856515373,110.8619846
State,,Maine,All,2016-17,201705,,,13,272,4.779411765,111.2420015
State,,Alaska,All,2016-17,201711,,,5,87,5.747126437,120.6969798
Region,7,,All,2016-17,201724,2,145,147,2382,6.171284635,101.2446158
State,,Ohio,All,2016-17,201719,,,117,2316,5.051813472,112.5262402
State,,Wyoming,All,2016-17,201716,,,5,104,4.807692308,123.8518519
State,,Pennsylvania,All,2016-17,201728,,,142,2361,6.014400678,97.99345848
State,,Virginia,All,2016-17,201729,,,53,1193,4.442581727,104.2047677
State,,Washington,All,2016-17,201703,,,168,1400,12,149.6659881
State,,New York City,All,2016-17,201702,,,122,1178,10.3565365,118.3071926
State,,Mississippi,All,2016-17,201645,,,38,616,6.168831169,111.1634935
State,,Nebraska,All,2016-17,201739,,,27,280,9.642857143,95.88883973
State,,Arkansas,All,2016-17,201717,,,47,621,7.568438003,110.987686
State,,New Mexico,All,2016-17,201650,,,27,330,8.181818182,106.7349655
State,,Florida,All,2016-17,201733,,,184,3835,4.797913951,115.5720095
State,,South Dakota,All,2016-17,201729,,,5,128,3.90625,93.48289478
Region,3,,All,2016-17,201736,0,262,262,5169,5.068678661,102.6317215
State,,Oklahoma,All,2016-17,201718,,,67,759,8.82740448,109.0075108
State,,Florida,All,2016-17,201732,,,204,3854,5.293201868,116.1445957
State,,Hawaii,All,2016-17,201703,,,42,263,15.96958175,138.5466552
State,,Rhode Island,All,2016-17,201723,,,12,189,6.349206349,104.4336929
State,,Nevada,All,2016-17,201642,,,27,426,6.338028169,111.5378833
State,,South Carolina,All,2016-17,201716,,,62,934,6.638115632,117.1606228
State,,Utah,All,2016-17,201721,,,19,334,5.688622755,116.9534405
State,,Nevada,All,2016-17,201735,,,22,483,4.554865424,126.4619663
State,,Vermont,All,2016-17,201707,,,9,109,8.256880734,108.6413277
State,,Kansas,All,2016-17,201720,,,31,446,6.950672646,94.5902887
Region,3,,All,2016-17,201730,1,261,262,4987,5.253659515,99.01806827
State,,Louisiana,All,2016-17,201721,,,25,823,3.037667072,105.2088494
State,,Florida,All,2016-17,201730,,,202,3655,5.526675787,110.1475084
State,,Pennsylvania,All,2016-17,201704,,,228,2971,7.674183777,123.3115481
State,,North Carolina,All,2016-17,201715,,,140,1791,7.816862088,118.0846835
National,,,0-17 years,2016-17,201641,0,15,15,691,2.170767004,109.5597894
State,,Connecticut,All,2016-17,201703,,,60,692,8.670520231,124.8698445
National,,,65 years and older,2016-17,201730,2,2322,2324,35715,6.507069859,103.7463614
State,,North Carolina,All,2016-17,201708,,,192,1977,9.71168437,130.3480845
State,,Oregon,All,2016-17,201735,,,20,624,3.205128205,101.2853271
Region,2,,All,2016-17,201725,0,242,242,4185,5.78255675,100.8309346
State,,District of Columbia,All,2016-17,201734,,,3,92,3.260869565,103.0163407
State,,Rhode Island,All,2016-17,201707,,,25,246,10.16260163,135.9295685
State,,California,All,2016-17,201730,,,308,4624,6.660899654,101.9787604
State,,Maine,All,2016-17,201702,,,24,293,8.19112628,119.8305383
State,,Arizona,All,2016-17,201702,,,65,1195,5.439330544,131.7502519
State,,District of Columbia,All,2016-17,201642,,,6,90,6.666666667,100.7768551
State,,California,All,2016-17,201712,,,409,5121,7.986721344,112.9397128
State,,Arizona,All,2016-17,201714,,,69,1154,5.979202773,127.2299504
State,,Indiana,All,2016-17,201706,,,100,1374,7.278020379,125.2747253
State,,Texas,All,2016-17,201722,,,234,3593,6.512663512,111.8744339
National,,,All,2016-17,201722,23,3019,3042,51256,5.934914937,107.7270673
State,,Missouri,All,2016-17,201731,,,58,1066,5.440900563,101.0005123
State,,Tennessee,All,2016-17,201644,,,85,1241,6.849315069,108.4849195
State,,Minnesota,All,2016-17,201713,,,85,863,9.849362688,115.5147238
State,,North Dakota,All,2016-17,201711,,,12,128,9.375,112.4553365
Region,8,,All,2016-17,201709,21,140,161,1728,9.31712963,123.3269932
State,,Missouri,All,2016-17,201706,,,113,1274,8.869701727,120.7079293
State,,Vermont,All,2016-17,201712,,,11,135,8.148148148,134.5557728
State,,Nevada,All,2016-17,201641,,,18,423,4.255319149,110.7524053
Region,6,,All,2016-17,201737,2,419,421,6303,6.679359035,113.3863371
State,,Nebraska,All,2016-17,201642,,,23,307,7.491856678,105.1352636
State,,Georgia,All,2016-17,201733,,,64,1560,4.102564103,115.1112665
State,,Indiana,All,2016-17,201646,,,70,1257,5.568814638,114.6072268
State,,South Dakota,All,2016-17,201737,,,15,131,11.45038168,95.67390013
State,,South Carolina,All,2016-17,201652,,,64,1039,6.159769009,130.3317848
