geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Ohio,All,2013-14,201415,,,161,2209,7.288365776,107.327489
State,,California,All,2013-14,201420,,,342,4583,7.462360899,101.074537
State,,Nebraska,All,2013-14,201431,,,16,267,5.992509363,91.43685789
State,,Missouri,All,2013-14,201413,,,91,1154,7.885615251,109.3382656
National,,,65 years and older,2013-14,201432,1,2353,2354,34070,6.909304373,98.94597463
State,,Vermont,All,2013-14,201343,,,13,111,11.71171171,110.6347465
State,,West Virginia,All,2013-14,201437,,,32,392,8.163265306,95.09262268
State,,Idaho,All,2013-14,201408,,,15,238,6.302521008,107.0664457
State,,Alaska,All,2013-14,201347,,,2,69,2.898550725,95.72519084
State,,Arkansas,All,2013-14,201405,,,63,663,9.502262443,118.4940995
State,,Arizona,All,2013-14,201345,,,45,978,4.601226994,107.8257292
State,,Minnesota,All,2013-14,201349,,,57,824,6.917475728,110.2944755
State,,Illinois,All,2013-14,201341,,,126,1909,6.600314301,98.89671618
Region,8,,All,2013-14,201427,1,80,81,1468,5.517711172,104.7708483
National,,,All,2013-14,201347,28,3430,3458,49591,6.973039463,104.2276611
Region,9,,All,2013-14,201348,3,489,492,6160,7.987012987,102.4437249
National,,,18-64 years,2013-14,201437,2,531,533,12158,4.383944728,98.72108786
State,,South Dakota,All,2013-14,201348,,,6,129,4.651162791,94.2132299
State,,Washington,All,2013-14,201402,,,115,1080,10.64814815,115.4566194
State,,South Carolina,All,2013-14,201403,,,95,970,9.793814433,121.6764498
Region,5,,All,2013-14,201423,1,538,539,8228,6.550802139,97.63760035
State,,Kentucky,All,2013-14,201430,,,63,822,7.664233577,101.457509
State,,California,All,2013-14,201407,,,573,5073,11.29509166,111.8811098
Region,10,,All,2013-14,201406,7,155,162,2037,7.95287187,110.3544184
State,,Minnesota,All,2013-14,201340,,,46,778,5.912596401,104.1372597
Region,8,,All,2013-14,201341,0,132,132,1561,8.456117873,111.4082386
State,,Montana,All,2013-14,201346,,,16,192,8.333333333,114.2661883
State,,Maine,All,2013-14,201342,,,24,258,9.302325581,105.5163102
State,,Colorado,All,2013-14,201437,,,46,686,6.705539359,111.9409744
Region,10,,All,2013-14,201352,12,160,172,2012,8.548707754,109.0000441
State,,Wisconsin,All,2013-14,201351,,,75,1032,7.267441861,113.8687981
Region,5,,All,2013-14,201343,1,564,565,8681,6.508466767,103.013127
State,,Oregon,All,2013-14,201437,,,34,632,5.379746835,102.5838569
State,,Colorado,All,2013-14,201430,,,31,617,5.024311183,100.6816053
State,,Mississippi,All,2013-14,201439,,,31,593,5.227655987,107.0129085
Region,9,,All,2013-14,201418,3,472,475,6298,7.54207685,104.7387305
Region,6,,All,2013-14,201405,70,596,666,6619,10.06194289,119.0709448
State,,Minnesota,All,2013-14,201348,,,47,781,6.017925736,104.5388172
State,,Ohio,All,2013-14,201421,,,119,2088,5.699233717,101.4485274
State,,Wisconsin,All,2013-14,201347,,,57,976,5.840163934,107.6898711
State,,Massachusetts,All,2013-14,201340,,,98,1037,9.450337512,102.6990528
State,,Vermont,All,2013-14,201410,,,3,96,3.125,95.68410511
State,,Ohio,All,2013-14,201438,,,101,1976,5.111336032,96.00684395
State,,Hawaii,All,2013-14,201402,,,16,196,8.163265306,103.2514997
State,,Arkansas,All,2013-14,201415,,,49,586,8.361774744,104.7323414
Region,3,,All,2013-14,201345,3,328,331,5056,6.546677215,100.3880796
State,,Ohio,All,2013-14,201430,,,135,2082,6.484149856,101.1570087
State,,Washington,All,2013-14,201412,,,81,968,8.367768595,103.4833403
State,,Vermont,All,2013-14,201439,,,10,112,8.928571429,111.631456
State,,South Carolina,All,2013-14,201416,,,62,874,7.09382151,109.6342444
Region,10,,All,2013-14,201411,1,133,134,2037,6.578301424,110.3544184
State,,Ohio,All,2013-14,201343,,,137,2071,6.615161758,100.6225576
State,,Arizona,All,2013-14,201416,,,49,1047,4.680038204,115.4330659
Region,4,,All,2013-14,201409,24,832,856,11336,7.551164432,108.7982807
State,,Connecticut,All,2013-14,201431,,,38,506,7.509881423,91.3065626
State,,Michigan,All,2013-14,201402,,,190,2058,9.232264334,121.8897183
State,,Alabama,All,2013-14,201404,,,111,1042,10.65259117,112.8167139
State,,West Virginia,All,2013-14,201345,,,26,391,6.649616368,94.85003946
State,,Maryland,All,2013-14,201424,,,48,815,5.889570552,97.83351617
State,,New Jersey,All,2013-14,201348,,,77,1317,5.846621109,98.89376716
State,,Ohio,All,2013-14,201417,,,133,2104,6.321292776,102.2259108
Region,9,,All,2013-14,201407,61,674,735,6788,10.82793164,112.8876631
State,,Wisconsin,All,2013-14,201401,,,107,1020,10.49019608,112.5447423
State,,Nevada,All,2013-14,201439,,,21,408,5.147058824,106.825015
State,,Wisconsin,All,2013-14,201427,,,47,906,5.187637969,99.96621229
State,,North Dakota,All,2013-14,201342,,,10,123,8.130081301,108.0625499
State,,Ohio,All,2013-14,201423,,,153,2013,7.600596125,97.80454295
Region,1,,All,2013-14,201432,0,180,180,2283,7.884362681,99.72245154
State,,Alaska,All,2013-14,201406,,,6,72,8.333333333,99.88715566
State,,Louisiana,All,2013-14,201422,,,34,818,4.156479218,104.5696705
State,,Louisiana,All,2013-14,201347,,,40,850,4.705882353,108.6604156
State,,Kansas,All,2013-14,201415,,,42,550,7.636363636,116.647217
State,,New York,All,2013-14,201430,,,122,1716,7.10955711,94.12709536
State,,Louisiana,All,2013-14,201418,,,39,868,4.493087558,110.9614597
National,,,18-64 years,2013-14,201411,55,699,754,13067,5.770260963,108.8430942
National,,,All,2013-14,201426,3,2998,3001,47461,6.323086324,99.75094316
State,,West Virginia,All,2013-14,201350,,,32,428,7.476635514,103.8256187
State,,New York,All,2013-14,201436,,,122,1651,7.389460933,90.56167508
State,,Virginia,All,2013-14,201428,,,73,1135,6.431718062,99.1386516
Region,2,,All,2013-14,201345,1,306,307,4224,7.267992424,101.7705777
State,,Iowa,All,2013-14,201423,,,39,532,7.330827068,99.66922739
State,,District of Columbia,All,2013-14,201426,,,6,102,5.882352941,114.2137691
National,,,0-17 years,2013-14,201352,8,24,32,677,4.726735598,109.1940857
State,,South Dakota,All,2013-14,201346,,,15,142,10.56338028,103.7075864
State,,New Jersey,All,2013-14,201434,,,90,1293,6.960556845,97.09160283
State,,Massachusetts,All,2013-14,201421,,,77,1046,7.361376673,103.5903657
State,,Washington,All,2013-14,201345,,,77,995,7.738693467,106.3697558
Region,1,,All,2013-14,201425,0,168,168,2254,7.453416149,98.45571869
State,,Kansas,All,2013-14,201340,,,36,479,7.51565762,101.5891217
State,,Nevada,All,2013-14,201404,,,50,442,11.3122172,115.7270996
State,,South Carolina,All,2013-14,201420,,,60,858,6.993006993,107.6272102
State,,District of Columbia,All,2013-14,201408,,,1,87,1.149425287,97.41762657
State,,New York,All,2013-14,201439,,,140,1872,7.478632479,102.684104
State,,Missouri,All,2013-14,201412,,,75,1169,6.415739949,110.7594736
Region,7,,All,2013-14,201424,2,161,163,2327,7.004727117,98.90689379
Region,6,,All,2013-14,201349,7,446,453,6179,7.331283379,111.1556683
State,,New Mexico,All,2013-14,201409,,,38,362,10.49723757,117.0850228
Region,5,,All,2013-14,201352,27,652,679,9134,7.433763959,108.3886536
State,,Tennessee,All,2013-14,201345,,,102,1186,8.600337268,103.6769657
State,,Hawaii,All,2013-14,201411,,,13,200,6.5,105.3586732
State,,Arkansas,All,2013-14,201414,,,55,592,9.290540541,105.8046862
State,,Kentucky,All,2013-14,201344,,,68,829,8.2026538,102.3215024
State,,Indiana,All,2013-14,201432,,,80,1067,7.497656982,97.28393877
State,,West Virginia,All,2013-14,201422,,,18,377,4.774535809,91.45387437
National,,,All,2013-14,201417,54,3498,3552,49915,7.116097366,104.9086266
State,,District of Columbia,All,2013-14,201348,,,5,99,5.050505051,110.8545406
State,,Connecticut,All,2013-14,201349,,,49,594,8.249158249,107.1859648
National,,,65 years and older,2013-14,201423,12,2627,2639,34564,7.635111677,100.4466209
National,,,18-64 years,2013-14,201429,3,528,531,12212,4.348182116,99.29486439
State,,Utah,All,2013-14,201349,,,24,314,7.643312102,109.9502404
State,,New York City,All,2013-14,201427,,,70,938,7.462686567,94.20385961
State,,New Hampshire,All,2013-14,201426,,,13,193,6.735751295,96.68736068
Region,3,,All,2013-14,201424,0,338,338,4991,6.772189942,99.09748922
State,,Nebraska,All,2013-14,201408,,,35,343,10.20408163,117.4638287
National,,,0-17 years,2013-14,201341,0,16,16,685,2.335766423,99.42096912
State,,Ohio,All,2013-14,201347,,,168,2184,7.692307692,106.1128275
Region,1,,All,2013-14,201421,2,175,177,2368,7.474662162,103.4352892
State,,New York,All,2013-14,201404,,,188,2017,9.320773426,110.6377339
State,,Minnesota,All,2013-14,201409,,,48,808,5.940594059,108.1528352
State,,New York City,All,2013-14,201423,,,91,982,9.266802444,98.62280398
National,,,All,2013-14,201414,55,3824,3879,50888,7.622622229,106.953625
State,,West Virginia,All,2013-14,201425,,,23,371,6.199460916,89.99837504
Region,5,,All,2013-14,201427,0,516,516,8245,6.258338387,97.83933093
State,,South Dakota,All,2013-14,201410,,,14,154,9.090909091,112.4716078
State,,New York,All,2013-14,201433,,,116,1688,6.872037915,92.59122201
State,,Washington,All,2013-14,201416,,,67,1011,6.627101879,108.0802242
State,,Kentucky,All,2013-14,201431,,,64,857,7.467911319,105.7774759
State,,Arkansas,All,2013-14,201351,,,61,655,9.312977099,117.0643065
State,,West Virginia,All,2013-14,201434,,,31,379,8.179419525,91.93904081
State,,New Hampshire,All,2013-14,201348,,,12,221,5.429864253,110.7145425
Region,2,,All,2013-14,201403,20,420,440,4543,9.685230024,109.4563765
National,,,65 years and older,2013-14,201421,15,2656,2671,35590,7.504917112,102.1616453
State,,Oregon,All,2013-14,201406,,,54,695,7.769784173,112.8097794
State,,Maryland,All,2013-14,201403,,,74,916,8.07860262,109.9576697
State,,New Hampshire,All,2013-14,201409,,,19,251,7.569721116,125.743666
State,,Minnesota,All,2013-14,201343,,,50,828,6.038647343,110.8298856
State,,Mississippi,All,2013-14,201416,,,42,618,6.796116505,111.5244139
State,,Maine,All,2013-14,201427,,,19,271,7.011070111,110.8330235
Region,9,,All,2013-14,201344,1,479,480,6025,7.966804979,100.1986108
State,,Texas,All,2013-14,201345,,,267,3304,8.081113802,102.8759058
State,,Rhode Island,All,2013-14,201342,,,13,174,7.471264368,96.14530457
National,,,18-64 years,2013-14,201341,4,520,524,12215,4.289807614,99.42096912
State,,Michigan,All,2013-14,201412,,,136,1759,7.731665719,104.180765
State,,Washington,All,2013-14,201434,,,60,897,6.688963211,95.89313664
State,,Kansas,All,2013-14,201350,,,50,519,9.633911368,110.0725557
State,,New Hampshire,All,2013-14,201413,,,19,210,9.047619048,105.203864
State,,Oregon,All,2013-14,201414,,,46,680,6.764705882,110.3750359
State,,New Hampshire,All,2013-14,201416,,,15,195,7.692307692,97.68930224
State,,Oregon,All,2013-14,201417,,,42,649,6.471494607,105.3432328
State,,Georgia,All,2013-14,201350,,,101,1503,6.719893546,110.9052779
Region,9,,All,2013-14,201416,2,481,483,6306,7.659372027,104.8717743
State,,Vermont,All,2013-14,201349,,,12,132,9.090909091,131.5656445
State,,Indiana,All,2013-14,201352,,,95,1223,7.767784137,111.50727
State,,Texas,All,2013-14,201429,,,219,3275,6.687022901,101.9729393
Region,4,,All,2013-14,201410,22,807,829,11448,7.241439553,109.8732108
State,,Washington,All,2013-14,201411,,,68,990,6.868686869,105.8352344
State,,California,All,2013-14,201416,,,381,4629,8.230719378,102.0890316
State,,Vermont,All,2013-14,201425,,,14,100,14,99.67094282
Region,7,,All,2013-14,201438,1,156,157,2407,6.522642293,102.3072167
State,,Michigan,All,2013-14,201432,,,87,1614,5.390334573,95.59281111
Region,4,,All,2013-14,201408,27,805,832,11549,7.204086934,110.8425674
State,,New York,All,2013-14,201407,,,190,2071,9.174311927,113.5997753
State,,New Mexico,All,2013-14,201351,,,34,351,9.686609687,113.5271906
State,,Vermont,All,2013-14,201347,,,5,113,4.424778761,112.6281654
State,,Indiana,All,2013-14,201343,,,94,1138,8.260105448,103.757378
State,,Maryland,All,2013-14,201341,,,50,832,6.009615385,99.87421528
State,,Texas,All,2013-14,201409,,,284,3654,7.772304324,113.7737772
Region,2,,All,2013-14,201348,1,291,292,4182,6.982305117,100.7586543
Region,9,,All,2013-14,201349,2,525,527,6251,8.430651096,103.9570982
Region,3,,All,2013-14,201437,0,272,272,4735,5.744456177,94.01454847
National,,,0-17 years,2013-14,201431,0,7,7,732,0.956284153,98.76942801
State,,New York City,All,2013-14,201340,,,64,968,6.611570248,97.21677623
State,,West Virginia,All,2013-14,201352,,,41,407,10.07371007,98.731371
State,,Arkansas,All,2013-14,201419,,,37,559,6.618962433,99.90678981
State,,Idaho,All,2013-14,201347,,,12,214,5.607476636,96.26982931
State,,New Mexico,All,2013-14,201416,,,30,343,8.746355685,110.9396763
State,,Hawaii,All,2013-14,201415,,,24,202,11.88118812,106.4122599
State,,Pennsylvania,All,2013-14,201406,,,221,2705,8.170055453,112.2712009
National,,,18-64 years,2013-14,201438,2,523,525,12441,4.219918013,101.0561271
State,,Tennessee,All,2013-14,201430,,,85,1141,7.449605609,99.74318542
State,,Texas,All,2013-14,201407,,,354,3823,9.259743657,119.0358922
State,,Rhode Island,All,2013-14,201432,,,11,162,6.790123457,89.51459391
State,,Missouri,All,2013-14,201345,,,72,1049,6.863679695,99.38980992
State,,New York City,All,2013-14,201420,,,90,980,9.183673469,98.42194288
State,,Kansas,All,2013-14,201426,,,27,468,5.769230769,99.25617738
State,,Mississippi,All,2013-14,201347,,,51,589,8.658743633,106.2910677
State,,Rhode Island,All,2013-14,201404,,,16,164,9.756097561,90.61971235
State,,South Carolina,All,2013-14,201409,,,82,912,8.99122807,114.4009507
State,,Tennessee,All,2013-14,201344,,,79,1184,6.672297297,103.5021311
Region,10,,All,2013-14,201404,21,156,177,2102,8.420551855,113.8757916
State,,Hawaii,All,2013-14,201430,,,18,205,8.780487805,107.99264
Region,3,,All,2013-14,201349,0,337,337,5384,6.259286776,106.9005975
State,,Maryland,All,2013-14,201419,,,52,860,6.046511628,103.2353668
State,,Ohio,All,2013-14,201436,,,137,2017,6.792265741,97.99888879
State,,Connecticut,All,2013-14,201351,,,39,579,6.735751295,104.4792485
State,,Connecticut,All,2013-14,201439,,,39,611,6.382978723,110.2535766
State,,Nevada,All,2013-14,201341,,,22,422,5.213270142,110.4905793
State,,Oklahoma,All,2013-14,201347,,,49,724,6.767955801,103.980814
State,,District of Columbia,All,2013-14,201420,,,5,92,5.434782609,103.0163407
State,,New Hampshire,All,2013-14,201429,,,10,189,5.291005291,94.68347755
Region,7,,All,2013-14,201345,2,183,185,2413,7.666804807,102.562241
State,,Mississippi,All,2013-14,201429,,,34,565,6.017699115,101.9600225
Region,9,,All,2013-14,201405,81,667,748,6953,10.75794621,115.6316915
State,,Maine,All,2013-14,201424,,,15,252,5.952380952,103.0624425
Region,2,,All,2013-14,201424,0,302,302,3957,7.632044478,95.33763633
State,,Wyoming,All,2013-14,201345,,,6,84,7.142857143,100.034188
State,,Arkansas,All,2013-14,201428,,,43,544,7.904411765,97.22592783
State,,Hawaii,All,2013-14,201410,,,21,212,9.905660377,111.6801936
State,,Ohio,All,2013-14,201349,,,132,2147,6.148113647,104.3151285
State,,Montana,All,2013-14,201401,,,18,194,9.278350516,115.4564611
State,,Utah,All,2013-14,201402,,,17,185,9.189189189,64.77960025
State,,California,All,2013-14,201426,,,347,4395,7.895335609,96.92834169
State,,Utah,All,2013-14,201414,,,16,322,4.968944099,112.7515204
State,,Arkansas,All,2013-14,201430,,,47,506,9.288537549,90.43441081
Region,9,,All,2013-14,201340,1,435,436,6072,7.180500659,100.9802432
State,,Illinois,All,2013-14,201418,,,132,1887,6.995230525,97.75699498
State,,Kentucky,All,2013-14,201405,,,98,919,10.66376496,113.4299888
State,,Alaska,All,2013-14,201350,,,2,78,2.564102564,108.2110853
Region,3,,All,2013-14,201428,0,307,307,5002,6.137544982,99.31589683
State,,New Hampshire,All,2013-14,201411,,,19,224,8.482142857,112.2174549
State,,Idaho,All,2013-14,201412,,,14,246,5.691056911,110.6653178
State,,Ohio,All,2013-14,201409,,,170,2247,7.56564308,109.1737745
State,,Oklahoma,All,2013-14,201403,,,107,810,13.20987654,116.3321262
State,,Maine,All,2013-14,201436,,,10,200,5,81.7955893
State,,Maryland,All,2013-14,201435,,,44,814,5.405405405,97.71347505
State,,Alaska,All,2013-14,201435,,,3,77,3.896103896,106.8237637
State,,District of Columbia,All,2013-14,201439,,,4,86,4.651162791,96.29788374
State,,New York City,All,2013-14,201428,,,81,947,8.553326294,95.10773459
Region,9,,All,2013-14,201422,1,451,452,6142,7.359166395,102.1443764
State,,Maine,All,2013-14,201428,,,20,264,7.575757576,107.9701779
State,,Nebraska,All,2013-14,201407,,,35,336,10.41666667,115.0666077
Region,4,,All,2013-14,201427,2,636,638,10452,6.10409491,100.3140111
Region,5,,All,2013-14,201351,14,659,673,9245,7.2796106,109.7058356
State,,Montana,All,2013-14,201413,,,19,191,9.947643979,113.6710519
State,,Washington,All,2013-14,201347,,,86,1097,7.839562443,117.2739921
National,,,All,2013-14,201425,7,3077,3084,47618,6.476542484,100.0809172
Region,10,,All,2013-14,201340,0,121,121,1949,6.208311955,105.5870208
State,,Arkansas,All,2013-14,201434,,,38,532,7.142857143,95.08123824
State,,North Dakota,All,2013-14,201412,,,13,116,11.20689655,101.9126487
State,,Massachusetts,All,2013-14,201351,,,93,1042,8.925143954,103.1942266
State,,New York City,All,2013-14,201415,,,125,1136,11.00352113,114.0891093
Region,4,,All,2013-14,201404,84,1043,1127,12134,9.287951212,116.4571576
State,,Ohio,All,2013-14,201434,,,126,1996,6.312625251,96.97857314
State,,Utah,All,2013-14,201346,,,28,308,9.090909091,107.8492804
State,,Wyoming,All,2013-14,201404,,,7,73,9.589041096,86.93447293
Region,9,,All,2013-14,201427,1,429,430,6166,6.973726889,102.5435078
State,,South Carolina,All,2013-14,201413,,,64,901,7.103218646,113.0211147
State,,Connecticut,All,2013-14,201343,,,33,569,5.799648506,102.674771
State,,Tennessee,All,2013-14,201352,,,136,1256,10.82802548,109.7961796
State,,Virginia,All,2013-14,201341,,,72,1084,6.642066421,94.68396329
State,,Alabama,All,2013-14,201351,,,84,1078,7.792207792,116.7144123
State,,South Dakota,All,2013-14,201427,,,6,120,5,87.64021386
State,,Michigan,All,2013-14,201428,,,100,1628,6.142506143,96.42199287
State,,Virginia,All,2013-14,201347,,,67,1234,5.429497569,107.7859877
State,,Vermont,All,2013-14,201408,,,13,105,12.38095238,104.65449
State,,Vermont,All,2013-14,201345,,,12,117,10.25641026,116.6150031
State,,Mississippi,All,2013-14,201410,,,55,585,9.401709402,105.5692268
State,,Connecticut,All,2013-14,201410,,,50,604,8.278145695,108.9904423
State,,Hawaii,All,2013-14,201401,,,10,210,4.761904762,110.6266069
State,,Tennessee,All,2013-14,201404,,,170,1378,12.33671988,120.4610951
State,,Kentucky,All,2013-14,201423,,,45,809,5.562422744,99.85294986
State,,Connecticut,All,2013-14,201436,,,25,521,4.798464491,94.01327888
State,,Vermont,All,2013-14,201427,,,7,107,6.542056075,106.6479088
State,,Mississippi,All,2013-14,201404,,,70,675,10.37037037,121.8106463
State,,Arkansas,All,2013-14,201348,,,40,582,6.872852234,104.0174448
State,,Mississippi,All,2013-14,201406,,,62,654,9.480122324,118.0209817
State,,Louisiana,All,2013-14,201407,,,73,938,7.782515992,119.9099645
State,,South Carolina,All,2013-14,201418,,,59,834,7.074340528,104.6166589
State,,Virginia,All,2013-14,201346,,,79,1238,6.381260097,108.1353751
State,,Idaho,All,2013-14,201402,,,30,268,11.19402985,120.5622162
State,,Alaska,All,2013-14,201352,,,11,80,13.75,110.9857285
Region,4,,All,2013-14,201438,3,616,619,10670,5.80131209,102.4062857
State,,Oklahoma,All,2013-14,201344,,,48,757,6.340819023,108.720271
State,,Arizona,All,2013-14,201419,,,64,984,6.504065041,108.4872367
Region,9,,All,2013-14,201430,1,415,416,6011,6.920645483,99.96578419
Region,5,,All,2013-14,201409,26,599,625,9062,6.896932245,107.5342652
State,,Washington,All,2013-14,201341,,,72,991,7.265388497,105.9421387
Region,6,,All,2013-14,201343,0,362,362,5604,6.459671663,100.8118409
Region,1,,All,2013-14,201422,0,182,182,2286,7.961504812,99.85349287
State,,Indiana,All,2013-14,201346,,,66,1190,5.546218487,108.4984884
Region,8,,All,2013-14,201346,0,112,112,1498,7.476635514,106.911942
Region,6,,All,2013-14,201433,0,347,347,5595,6.201966041,100.6499375
State,,Pennsylvania,All,2013-14,201426,,,121,2317,5.222270177,96.16723562
State,,West Virginia,All,2013-14,201430,,,34,404,8.415841584,98.00362134
State,,Virginia,All,2013-14,201422,,,68,1123,6.055209261,98.09048964
State,,Oklahoma,All,2013-14,201343,,,61,663,9.200603318,95.21999959
State,,Rhode Island,All,2013-14,201417,,,30,216,13.88888889,119.3527919
State,,Nebraska,All,2013-14,201351,,,25,313,7.987220447,107.1900244
State,,Kentucky,All,2013-14,201427,,,80,854,9.367681499,105.4071931
State,,Maine,All,2013-14,201344,,,10,266,3.759398496,108.7881338
State,,New Hampshire,All,2013-14,201432,,,13,231,5.627705628,115.7242503
State,,West Virginia,All,2013-14,201432,,,29,415,6.987951807,100.6720368
State,,Illinois,All,2013-14,201426,,,114,1868,6.102783726,96.77269032
State,,Montana,All,2013-14,201405,,,17,177,9.604519774,105.3391423
State,,Massachusetts,All,2013-14,201411,,,106,1124,9.430604982,111.3150775
State,,Oklahoma,All,2013-14,201436,,,44,698,6.303724928,100.2466964
State,,Rhode Island,All,2013-14,201424,,,13,173,7.514450867,95.59274535
State,,Connecticut,All,2013-14,201352,,,34,597,5.695142379,107.7273081
State,,Texas,All,2013-14,201406,,,371,3810,9.737532808,118.6311141
State,,Oregon,All,2013-14,201404,,,53,736,7.201086957,119.4647448
State,,Oregon,All,2013-14,201341,,,36,606,5.940594059,98.36363495
State,,South Dakota,All,2013-14,201350,,,12,156,7.692307692,113.932278
National,,,0-17 years,2013-14,201346,1,13,14,666,2.102102102,103.8451434
State,,Iowa,All,2013-14,201417,,,39,546,7.142857143,102.2921018
State,,Colorado,All,2013-14,201403,,,68,698,9.742120344,113.8991256
State,,Oregon,All,2013-14,201428,,,32,633,5.055292259,102.7461731
State,,Colorado,All,2013-14,201429,,,31,611,5.073649755,99.70252967
State,,California,All,2013-14,201348,,,394,4644,8.484065461,102.419845
State,,Massachusetts,All,2013-14,201345,,,69,1002,6.886227545,99.23283595
State,,California,All,2013-14,201410,,,459,4725,9.714285714,104.2062377
National,,,0-17 years,2013-14,201430,0,17,17,702,2.421652422,99.11621602
Region,5,,All,2013-14,201430,2,532,534,8445,6.323268206,100.2126319
State,,Iowa,All,2013-14,201428,,,29,513,5.653021443,96.10961213
State,,Nevada,All,2013-14,201413,,,30,430,6.976744186,112.5851874
State,,Virginia,All,2013-14,201403,,,120,1274,9.419152276,111.2798609
Region,9,,All,2013-14,201413,5,523,528,6375,8.282352941,106.019277
State,,Tennessee,All,2013-14,201411,,,97,1240,7.822580645,108.3975021
State,,Maryland,All,2013-14,201407,,,87,1000,8.7,120.0411241
State,,District of Columbia,All,2013-14,201427,,,6,76,7.894736842,85.1004554
State,,South Carolina,All,2013-14,201342,,,60,824,7.281553398,103.3622625
Region,5,,All,2013-14,201350,8,666,674,9239,7.295161814,109.6346366
State,,Florida,All,2013-14,201414,,,190,3570,5.322128852,107.5859384
Region,7,,All,2013-14,201349,4,185,189,2496,7.572115385,106.090076
State,,Florida,All,2013-14,201415,,,202,3434,5.882352941,103.4874265
State,,Oklahoma,All,2013-14,201411,,,89,848,10.49528302,121.7896827
State,,Wyoming,All,2013-14,201348,,,6,98,6.12244898,116.7065527
State,,Pennsylvania,All,2013-14,201435,,,116,2155,5.382830627,89.44341509
State,,Nebraska,All,2013-14,201406,,,30,328,9.146341463,112.3269265
State,,North Carolina,All,2013-14,201345,,,120,1635,7.339449541,107.7992505
State,,Louisiana,All,2013-14,201431,,,34,812,4.187192118,103.8026558
State,,District of Columbia,All,2013-14,201434,,,6,77,7.792207792,86.22019823
State,,Washington,All,2013-14,201348,,,75,966,7.763975155,103.2695318
State,,Minnesota,All,2013-14,201351,,,55,833,6.602641056,111.4991482
State,,Connecticut,All,2013-14,201405,,,48,581,8.2616179,104.840144
State,,Idaho,All,2013-14,201424,,,17,253,6.719367589,113.8143309
State,,Mississippi,All,2013-14,201431,,,35,576,6.076388889,103.9450848
State,,Oregon,All,2013-14,201416,,,34,626,5.431309904,101.6099595
State,,New Jersey,All,2013-14,201411,,,93,1447,6.427090532,108.6554906
State,,Oregon,All,2013-14,201349,,,42,646,6.501547988,104.8562841
National,,,All,2013-14,201346,15,3320,3335,49409,6.749782428,103.8451434
State,,Kentucky,All,2013-14,201410,,,81,888,9.121621622,109.6037324
State,,Wyoming,All,2013-14,201344,,,4,82,4.878048781,97.65242165
State,,Michigan,All,2013-14,201416,,,131,1810,7.237569061,107.2013557
State,,Wyoming,All,2013-14,201401,,,15,95,15.78947368,113.1339031
State,,Tennessee,All,2013-14,201408,,,109,1220,8.93442623,106.6491553
State,,New York City,All,2013-14,201416,,,120,1072,11.19402985,107.6615538
State,,Virginia,All,2013-14,201426,,,59,1158,5.094991364,101.1476287
State,,Tennessee,All,2013-14,201439,,,87,1183,7.354184277,103.4147137
State,,Alaska,All,2013-14,201429,,,2,81,2.469135803,112.3730501
State,,New York City,All,2013-14,201426,,,91,930,9.784946237,93.40041518
State,,Wisconsin,All,2013-14,201341,,,61,900,6.777777778,99.3041844
State,,Hawaii,All,2013-14,201342,,,17,211,8.056872038,111.1534002
Region,10,,All,2013-14,201413,1,127,128,2028,6.311637081,109.8668436
State,,Missouri,All,2013-14,201415,,,95,1126,8.436944938,106.6853441
State,,New Hampshire,All,2013-14,201341,,,15,217,6.912442396,108.7106594
State,,Maryland,All,2013-14,201404,,,67,922,7.26681128,110.6779165
Region,4,,All,2013-14,201343,6,649,655,10392,6.302925327,99.7381557
State,,Georgia,All,2013-14,201435,,,58,1365,4.249084249,100.7223582
State,,New Hampshire,All,2013-14,201437,,,11,209,5.263157895,104.7028932
State,,Delaware,All,2013-14,201439,,,8,155,5.161290323,104.9672737
State,,Washington,All,2013-14,201433,,,55,944,5.826271186,100.9176377
Region,3,,All,2013-14,201348,2,322,324,5110,6.340508806,101.4602625
State,,Washington,All,2013-14,201435,,,62,988,6.275303644,105.6214259
State,,Nebraska,All,2013-14,201414,,,26,330,7.878787879,113.0118468
State,,Idaho,All,2013-14,201348,,,17,246,6.910569106,110.6653178
State,,Iowa,All,2013-14,201439,,,54,553,9.764918626,103.603539
National,,,All,2013-14,201349,42,3594,3636,50812,7.155789971,106.7938923
Region,5,,All,2013-14,201348,4,573,577,8698,6.633708899,103.2148576
Region,5,,All,2013-14,201342,0,580,580,8422,6.886725243,99.93970226
State,,Oklahoma,All,2013-14,201351,,,56,774,7.235142119,111.1618095
State,,Virginia,All,2013-14,201348,,,67,1157,5.790838375,101.0602819
State,,Washington,All,2013-14,201408,,,95,1037,9.161041466,110.8597355
State,,Idaho,All,2013-14,201437,,,16,254,6.299212598,114.2641899
Region,10,,All,2013-14,201428,0,94,94,1842,5.103148751,99.79029879
State,,North Dakota,All,2013-14,201408,,,5,122,4.098360656,107.1839926
State,,Maryland,All,2013-14,201432,,,41,828,4.951690821,99.39405079
State,,Arizona,All,2013-14,201420,,,62,959,6.465067779,105.7309553
State,,District of Columbia,All,2013-14,201349,,,7,99,7.070707071,110.8545406
